score,dataset,feature_count,dataset_size,number_of_classes,model,ensemble,ensemble_size,voting_system
1.0,soybean_small,72,47,4,Back Propagation PyBrain,Random Subspace,30,Majority Voting
0.947082955804,house_votes,48,435,2,Back Propagation PyBrain,Random Subspace,70,Majority Voting
0.977450980392,wine,13,178,3,Back Propagation PyBrain,Random Subspace,30,Majority Voting
0.881414141414,fertility_yesnoOHE,17,100,2,Back Propagation PyBrain,Random Subspace,60,Majority Voting
0.579748333284,glass,9,214,6,Back Propagation PyBrain,Random Subspace,30,Majority Voting
0.881414141414,fertility_yesnoreal,14,100,2,Back Propagation PyBrain,Random Subspace,40,Majority Voting
0.986093911249,dermatology,130,358,6,Back Propagation PyBrain,Random Subspace,30,Majority Voting
0.956282090003,house_votes,48,435,2,Back Propagation PyBrain,Random Subspace,40,Majority Voting
0.973333333333,iris,4,150,3,Back Propagation PyBrain,Random Subspace,25,Majority Voting
1.0,soybean_small,72,47,4,Back Propagation PyBrain,Random Subspace,100,Majority Voting
0.901731601732,thyroid,5,215,3,Back Propagation PyBrain,Random Subspace,60,Majority Voting
0.939789915966,ionosphere,34,351,2,Back Propagation PyBrain,Random Subspace,30,Majority Voting
0.948692810458,ionosphere,34,351,2,Back Propagation PyBrain,Random Subspace,100,Majority Voting
0.827808302808,spect,44,267,2,Back Propagation PyBrain,Random Subspace,30,Majority Voting
0.713711001642,breast_cancer,43,286,2,Back Propagation PyBrain,Random Subspace,25,Majority Voting
0.881414141414,fertility_yesnoreal,14,100,2,Back Propagation PyBrain,Random Subspace,100,Majority Voting
0.911255411255,thyroid,5,215,3,Back Propagation PyBrain,Random Subspace,40,Majority Voting
1.0,soybean_small,72,47,4,Back Propagation PyBrain,Random Subspace,25,Majority Voting
0.881414141414,fertility_yesnoOHE,17,100,2,Back Propagation PyBrain,Random Subspace,70,Majority Voting
0.881414141414,fertility_yesnoOHE,17,100,2,Back Propagation PyBrain,Random Subspace,40,Majority Voting
0.977450980392,wine,13,178,3,Back Propagation PyBrain,Random Subspace,25,Majority Voting
0.881414141414,fertility_yesnoreal,14,100,2,Back Propagation PyBrain,Random Subspace,30,Majority Voting
0.748485598662,tic_tac_toe,27,958,2,Back Propagation PyBrain,Random Subspace,40,Majority Voting
0.90670995671,thyroid,5,215,3,Back Propagation PyBrain,Random Subspace,70,Majority Voting
0.951681264472,house_votes,48,435,2,Back Propagation PyBrain,Random Subspace,30,Majority Voting
0.584425886852,glass,9,214,6,Back Propagation PyBrain,Random Subspace,100,Majority Voting
0.575400507197,glass,9,214,6,Back Propagation PyBrain,Random Subspace,25,Majority Voting
0.96,iris,4,150,3,Back Propagation PyBrain,Random Subspace,20,Majority Voting
0.983462332301,dermatology,130,358,6,Back Propagation PyBrain,Random Subspace,100,Majority Voting
0.90670995671,thyroid,5,215,3,Back Propagation PyBrain,Random Subspace,30,Majority Voting
0.975128998968,dermatology,130,358,6,Back Propagation PyBrain,Random Subspace,25,Majority Voting
0.730837438424,breast_cancer,43,286,2,Back Propagation PyBrain,Random Subspace,20,Majority Voting
0.851446678322,crx,46,653,2,Back Propagation PyBrain,Random Subspace,50,Majority Voting
0.931456582633,ionosphere,34,351,2,Back Propagation PyBrain,Random Subspace,25,Majority Voting
0.881414141414,fertility_yesnoOHE,17,100,2,Back Propagation PyBrain,Random Subspace,30,Majority Voting
0.819708994709,spect,44,267,2,Back Propagation PyBrain,Random Subspace,25,Majority Voting
0.983006535948,wine,13,178,3,Back Propagation PyBrain,Random Subspace,20,Majority Voting
1.0,soybean_small,72,47,4,Back Propagation PyBrain,Random Subspace,20,Majority Voting
0.949355683077,house_votes,48,435,2,Back Propagation PyBrain,Random Subspace,100,Majority Voting
0.953333333333,iris,4,150,3,Back Propagation PyBrain,Random Subspace,15,Majority Voting
0.555789523215,glass,9,214,6,Back Propagation PyBrain,Random Subspace,20,Majority Voting
0.958552300413,house_votes,48,435,2,Back Propagation PyBrain,Random Subspace,25,Majority Voting
0.881414141414,fertility_yesnoreal,14,100,2,Back Propagation PyBrain,Random Subspace,25,Majority Voting
0.83137973138,spect,44,267,2,Back Propagation PyBrain,Random Subspace,20,Majority Voting
0.974819401445,dermatology,130,358,6,Back Propagation PyBrain,Random Subspace,20,Majority Voting
0.937091503268,ionosphere,34,351,2,Back Propagation PyBrain,Random Subspace,20,Majority Voting
0.734417077176,breast_cancer,43,286,2,Back Propagation PyBrain,Random Subspace,15,Majority Voting
1.0,soybean_small,72,47,4,Back Propagation PyBrain,Random Subspace,15,Majority Voting
0.881414141414,fertility_yesnoreal,14,100,2,Back Propagation PyBrain,Random Subspace,20,Majority Voting
0.881414141414,fertility_yesnoOHE,17,100,2,Back Propagation PyBrain,Random Subspace,25,Majority Voting
0.971895424837,wine,13,178,3,Back Propagation PyBrain,Random Subspace,15,Majority Voting
0.901948051948,thyroid,5,215,3,Back Propagation PyBrain,Random Subspace,25,Majority Voting
0.597268814328,glass,9,214,6,Back Propagation PyBrain,Random Subspace,15,Majority Voting
0.944810228531,house_votes,48,435,2,Back Propagation PyBrain,Random Subspace,20,Majority Voting
0.977906776746,dermatology,130,358,6,Back Propagation PyBrain,Random Subspace,15,Majority Voting
0.750504046844,tic_tac_toe,27,958,2,Back Propagation PyBrain,Random Subspace,50,Majority Voting
0.863758012821,crx,46,653,2,Back Propagation PyBrain,Random Subspace,40,Majority Voting
0.862266899767,crx,46,653,2,Back Propagation PyBrain,Random Subspace,60,Majority Voting
0.897186147186,thyroid,5,215,3,Back Propagation PyBrain,Random Subspace,20,Majority Voting
0.946666666667,iris,4,150,3,Back Propagation PyBrain,Random Subspace,12,Majority Voting
0.928678804855,ionosphere,34,351,2,Back Propagation PyBrain,Random Subspace,15,Majority Voting
0.843849067599,crx,46,653,2,Back Propagation PyBrain,Random Subspace,30,Majority Voting
0.881414141414,fertility_yesnoOHE,17,100,2,Back Propagation PyBrain,Random Subspace,20,Majority Voting
0.744638752053,breast_cancer,43,286,2,Back Propagation PyBrain,Random Subspace,12,Majority Voting
0.820400895401,spect,44,267,2,Back Propagation PyBrain,Random Subspace,15,Majority Voting
1.0,soybean_small,72,47,4,Back Propagation PyBrain,Random Subspace,12,Majority Voting
0.977450980392,wine,13,178,3,Back Propagation PyBrain,Random Subspace,12,Majority Voting
0.746347666848,tic_tac_toe,27,958,2,Back Propagation PyBrain,Random Subspace,30,Majority Voting
0.881414141414,fertility_yesnoreal,14,100,2,Back Propagation PyBrain,Random Subspace,15,Majority Voting
0.572710778924,glass,9,214,6,Back Propagation PyBrain,Random Subspace,12,Majority Voting
0.942590355381,house_votes,48,435,2,Back Propagation PyBrain,Random Subspace,15,Majority Voting
0.977760577915,dermatology,130,358,6,Back Propagation PyBrain,Random Subspace,12,Majority Voting
0.881414141414,fertility_yesnoOHE,17,100,2,Back Propagation PyBrain,Random Subspace,100,Majority Voting
0.906926406926,thyroid,5,215,3,Back Propagation PyBrain,Random Subspace,15,Majority Voting
0.716683087028,breast_cancer,43,286,2,Back Propagation PyBrain,Random Subspace,8,Majority Voting
0.834676434676,spect,44,267,2,Back Propagation PyBrain,Random Subspace,12,Majority Voting
0.945588235294,ionosphere,34,351,2,Back Propagation PyBrain,Random Subspace,12,Majority Voting
0.966666666667,iris,4,150,3,Back Propagation PyBrain,Random Subspace,8,Majority Voting
1.0,soybean_small,72,47,4,Back Propagation PyBrain,Random Subspace,8,Majority Voting
0.881414141414,fertility_yesnoOHE,17,100,2,Back Propagation PyBrain,Random Subspace,15,Majority Voting
0.881414141414,fertility_yesnoreal,14,100,2,Back Propagation PyBrain,Random Subspace,12,Majority Voting
0.848370483683,crx,46,653,2,Back Propagation PyBrain,Random Subspace,25,Majority Voting
0.942592872244,house_votes,48,435,2,Back Propagation PyBrain,Random Subspace,12,Majority Voting
0.983333333333,wine,13,178,3,Back Propagation PyBrain,Random Subspace,8,Majority Voting
0.562513150465,glass,9,214,6,Back Propagation PyBrain,Random Subspace,8,Majority Voting
0.848511800699,crx,46,653,2,Back Propagation PyBrain,Random Subspace,20,Majority Voting
0.92835200747,ionosphere,34,351,2,Back Propagation PyBrain,Random Subspace,8,Majority Voting
0.966959064327,dermatology,130,358,6,Back Propagation PyBrain,Random Subspace,8,Majority Voting
0.736884947549,tic_tac_toe,27,958,2,Back Propagation PyBrain,Random Subspace,25,Majority Voting
0.897186147186,thyroid,5,215,3,Back Propagation PyBrain,Random Subspace,12,Majority Voting
0.881414141414,fertility_yesnoOHE,17,100,2,Back Propagation PyBrain,Random Subspace,12,Majority Voting
0.96,iris,4,150,3,Back Propagation PyBrain,Random Subspace,6,Majority Voting
0.724310344828,breast_cancer,43,286,2,Back Propagation PyBrain,Random Subspace,6,Majority Voting
0.767085255019,tic_tac_toe,27,958,2,Back Propagation PyBrain,Random Subspace,20,Majority Voting
0.853337403337,spect,44,267,2,Back Propagation PyBrain,Random Subspace,8,Majority Voting
1.0,soybean_small,72,47,4,Back Propagation PyBrain,Random Subspace,6,Majority Voting
0.911471861472,thyroid,5,215,3,Back Propagation PyBrain,Random Subspace,100,Majority Voting
0.739978409296,tic_tac_toe,27,958,2,Back Propagation PyBrain,Random Subspace,15,Majority Voting
0.843730332168,crx,46,653,2,Back Propagation PyBrain,Random Subspace,15,Majority Voting
0.901948051948,thyroid,5,215,3,Back Propagation PyBrain,Random Subspace,8,Majority Voting
0.94956961643,house_votes,48,435,2,Back Propagation PyBrain,Random Subspace,8,Majority Voting
0.881414141414,fertility_yesnoreal,14,100,2,Back Propagation PyBrain,Random Subspace,8,Majority Voting
0.745175777717,tic_tac_toe,27,958,2,Back Propagation PyBrain,Random Subspace,60,Majority Voting
0.977450980392,wine,13,178,3,Back Propagation PyBrain,Random Subspace,6,Majority Voting
0.528130603188,glass,9,214,6,Back Propagation PyBrain,Random Subspace,6,Majority Voting
0.966795665635,dermatology,130,358,6,Back Propagation PyBrain,Random Subspace,6,Majority Voting
0.966666666667,iris,4,150,3,Back Propagation PyBrain,Random Subspace,4,Majority Voting
0.881414141414,fertility_yesnoOHE,17,100,2,Back Propagation PyBrain,Random Subspace,8,Majority Voting
0.863734702797,crx,46,653,2,Back Propagation PyBrain,Random Subspace,70,Majority Voting
0.931045751634,ionosphere,34,351,2,Back Propagation PyBrain,Random Subspace,6,Majority Voting
0.737865353038,breast_cancer,43,286,2,Back Propagation PyBrain,Random Subspace,4,Majority Voting
1.0,soybean_small,72,47,4,Back Propagation PyBrain,Random Subspace,4,Majority Voting
0.812851037851,spect,44,267,2,Back Propagation PyBrain,Random Subspace,6,Majority Voting
0.526975293966,glass,9,214,6,Back Propagation PyBrain,Random Subspace,4,Majority Voting
0.846973339161,crx,46,653,2,Back Propagation PyBrain,Random Subspace,12,Majority Voting
0.942534984395,house_votes,48,435,2,Back Propagation PyBrain,Random Subspace,6,Majority Voting
0.960930512556,dermatology,130,358,6,Back Propagation PyBrain,Random Subspace,4,Majority Voting
0.961076711386,wine,13,178,3,Back Propagation PyBrain,Random Subspace,4,Majority Voting
0.881414141414,fertility_yesnoreal,14,100,2,Back Propagation PyBrain,Random Subspace,6,Majority Voting
0.937175536881,ionosphere,34,351,2,Back Propagation PyBrain,Random Subspace,4,Majority Voting
0.897619047619,thyroid,5,215,3,Back Propagation PyBrain,Random Subspace,6,Majority Voting
0.881414141414,fertility_yesnoOHE,17,100,2,Back Propagation PyBrain,Random Subspace,6,Majority Voting
0.946666666667,iris,4,150,3,Back Propagation PyBrain,Random Subspace,2,Majority Voting
0.72394909688,breast_cancer,43,286,2,Back Propagation PyBrain,Random Subspace,2,Majority Voting
0.955,soybean_small,72,47,4,Back Propagation PyBrain,Random Subspace,2,Majority Voting
0.842368742369,spect,44,267,2,Back Propagation PyBrain,Random Subspace,4,Majority Voting
0.840960081585,crx,46,653,2,Back Propagation PyBrain,Random Subspace,8,Majority Voting
0.513168147642,glass,9,214,6,Back Propagation PyBrain,Random Subspace,2,Majority Voting
0.747400524507,tic_tac_toe,27,958,2,Back Propagation PyBrain,Random Subspace,8,Majority Voting
0.850432900433,thyroid,5,215,3,Back Propagation PyBrain,Random Subspace,4,Majority Voting
0.748442417254,tic_tac_toe,27,958,2,Back Propagation PyBrain,Random Subspace,12,Majority Voting
0.907464740282,dermatology,130,358,6,Back Propagation PyBrain,Random Subspace,2,Majority Voting
0.881414141414,fertility_yesnoreal,14,100,2,Back Propagation PyBrain,Random Subspace,4,Majority Voting
0.939995469647,house_votes,48,435,2,Back Propagation PyBrain,Random Subspace,4,Majority Voting
0.866563467492,wine,13,178,3,Back Propagation PyBrain,Random Subspace,2,Majority Voting
0.911358543417,ionosphere,34,351,2,Back Propagation PyBrain,Random Subspace,2,Majority Voting
0.881414141414,fertility_yesnoOHE,17,100,2,Back Propagation PyBrain,Random Subspace,4,Majority Voting
